timestamp,predicted_value,min_range,max_range,target,bet_amount,status,result,actual,profit_loss,bankroll_before,bankroll_after,input_sequence
2025-12-14T03:00:52.745660,6.13,2.18,10.09,2.18,100.0,completed,loss,1.82,-100.0,50202.0,50102.0,"[2.24, 13.28, 1.0, 9.41, 10.45, 1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21]"
2025-12-14T03:01:08.537737,6.07,2.11,10.03,2.11,100.0,completed,loss,1.15,-100.0,50102.0,50002.0,"[13.28, 1.0, 9.41, 10.45, 1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82]"
2025-12-14T03:01:36.765186,6.16,2.2,10.12,2.2,100.0,completed,loss,2.19,-100.0,50002.0,49902.0,"[1.0, 9.41, 10.45, 1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15]"
2025-12-14T03:01:43.565001,6.16,2.21,10.12,2.21,100.0,completed,win,2.81,121.0,49902.0,50023.0,"[9.41, 10.45, 1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19]"
2025-12-14T03:02:05.012082,6.17,2.21,10.13,2.21,100.0,completed,loss,1.2,-100.0,50023.0,49923.0,"[10.45, 1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81]"
2025-12-14T03:02:17.894964,6.25,2.29,10.21,2.29,100.0,completed,win,2.37,129.0,49923.0,50052.0,"[1.74, 1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2]"
2025-12-14T03:02:37.714165,6.24,2.28,10.2,2.28,100.0,completed,win,13.48,127.99999999999999,50052.0,50180.0,"[1.33, 1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37]"
2025-12-14T03:03:21.277325,6.25,2.29,10.21,2.29,100.0,completed,win,3.23,129.0,50180.0,50309.0,"[1.14, 6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48]"
2025-12-14T03:03:44.721145,6.17,2.21,10.13,2.21,100.0,completed,loss,2.16,-100.0,50309.0,50209.0,"[6.88, 1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23]"
2025-12-14T03:04:04.197477,6.07,2.11,10.03,2.11,100.0,completed,win,3.26,110.99999999999999,50209.0,50320.0,"[1.98, 6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16]"
2025-12-14T03:04:30.811227,6.18,2.22,10.14,2.22,100.0,completed,loss,1.0,-100.0,50320.0,50220.0,"[6.45, 1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16, 3.26]"
2025-12-14T03:04:39.622947,6.12,2.16,10.08,2.16,100.0,completed,loss,1.89,-100.0,50220.0,50120.0,"[1.13, 1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16, 3.26, 1.0]"
2025-12-14T03:04:59.501329,6.23,2.27,10.18,2.27,100.0,completed,loss,1.06,-100.0,50120.0,50020.0,"[1.8, 1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16, 3.26, 1.0, 1.89]"
2025-12-14T03:05:07.754129,6.29,2.33,10.25,2.33,100.0,completed,loss,1.0,-100.0,50020.0,49920.0,"[1.11, 2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16, 3.26, 1.0, 1.89, 1.06]"
2025-12-14T03:05:18.522940,6.24,2.28,10.19,2.28,100.0,completed,win,5.01,127.99999999999999,49920.0,50048.0,"[2.32, 4.91, 4.13, 1.44, 1.78, 4.11, 6.7, 1.06, 5.44, 2.1, 1.98, 3.47, 1.12, 2.72, 12.3, 1.21, 1.82, 1.15, 2.19, 2.81, 1.2, 2.37, 13.48, 3.23, 2.16, 3.26, 1.0, 1.89, 1.06, 1.0]"
2025-12-14T03:18:43.298891,5.72,2.51,8.93,2.51,100.0,completed,loss,1.4,-100.0,50000.0,49900.0,"[1.76, 1.06, 1.16, 40.83, 1.02, 1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98]"
2025-12-14T03:18:53.709847,5.85,2.64,9.06,2.64,100.0,completed,loss,1.3,-100.0,49900.0,49800.0,"[1.06, 1.16, 40.83, 1.02, 1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4]"
2025-12-14T03:19:10.211571,5.72,2.51,8.92,2.51,100.0,completed,loss,1.72,-100.0,49800.0,49700.0,"[1.16, 40.83, 1.02, 1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3]"
2025-12-14T03:19:25.192676,5.73,2.52,8.94,2.52,100.0,completed,loss,1.47,-100.0,49700.0,49600.0,"[40.83, 1.02, 1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72]"
2025-12-14T03:19:39.406972,5.73,2.52,8.93,2.52,100.0,completed,loss,1.13,-100.0,49600.0,49500.0,"[1.02, 1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47]"
2025-12-14T03:19:55.625438,5.73,2.52,8.94,2.52,100.0,completed,loss,2.38,-100.0,49500.0,49400.0,"[1.73, 2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13]"
2025-12-14T03:20:12.966806,5.76,2.55,8.97,2.55,100.0,completed,loss,1.31,-100.0,49400.0,49300.0,"[2.8, 3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38]"
2025-12-14T03:20:25.423309,5.75,2.54,8.96,2.54,100.0,completed,win,73.33,154.0,49300.0,49454.0,"[3.64, 3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31]"
2025-12-14T03:21:30.292931,5.75,2.54,8.96,2.54,100.0,completed,loss,1.85,-100.0,49454.0,49354.0,"[3.57, 3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33]"
2025-12-14T03:21:47.302990,5.5,2.29,8.71,2.29,100.0,completed,win,2.67,129.0,49354.0,49483.0,"[3.2, 2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33, 1.85]"
2025-12-14T03:22:06.601067,5.69,2.48,8.9,2.48,100.0,completed,loss,1.76,-100.0,49483.0,49383.0,"[2.82, 1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33, 1.85, 2.67]"
2025-12-14T03:22:26.346668,5.73,2.52,8.94,2.52,100.0,completed,win,3.8,152.0,49383.0,49535.0,"[1.56, 8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33, 1.85, 2.67, 1.76]"
2025-12-14T03:22:53.012907,5.8,2.59,9.01,2.59,100.0,completed,win,3.68,159.0,49535.0,49694.0,"[8.35, 2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33, 1.85, 2.67, 1.76, 3.8]"
2025-12-14T03:23:14.988639,5.75,2.54,8.96,2.54,100.0,completed,win,5.23,154.0,49694.0,49848.0,"[2.14, 1.62, 5.11, 1.54, 1.68, 4.48, 197.58, 1.81, 2.97, 8.9, 3.92, 4.84, 2.85, 1.0, 1.69, 5.06, 1.98, 1.4, 1.3, 1.72, 1.47, 1.13, 2.38, 1.31, 73.33, 1.85, 2.67, 1.76, 3.8, 3.68]"
