timestamp,multiplier
2025-12-13 02:23:57,1.8
2025-12-13 02:24:12,1.51
2025-12-13 02:24:31,2.0
2025-12-13 02:24:46,1.64
2025-12-13 02:24:57,1.0
2025-12-13 02:25:14,2.13
2025-12-13 02:25:26,1.11
2025-12-13 02:25:58,5.97
2025-12-13 02:26:16,1.82
2025-12-13 02:27:02,19.02
2025-12-13 02:27:14,1.25
2025-12-13 02:27:26,1.28
2025-12-13 02:27:35,1.01
2025-12-13 02:27:52,1.44
2025-12-13 02:28:00,1.01
2025-12-13 02:28:14,1.37
2025-12-13 02:28:25,1.05
2025-12-13 02:28:43,1.95
2025-12-13 02:28:55,1.29
2025-12-13 02:29:28,5.94
2025-12-13 02:29:37,1.01
2025-12-13 02:29:51,1.43
2025-12-13 02:30:15,3.2
2025-12-13 02:31:01,20.39
2025-12-13 02:31:23,2.56
2025-12-13 02:32:02,10.55
2025-12-13 02:32:31,4.58
2025-12-13 02:32:59,4.77
2025-12-13 02:33:10,1.03
2025-12-13 02:33:35,3.64
2025-12-13 02:34:03,4.6
2025-12-13 02:34:19,1.8
2025-12-13 02:34:35,1.65
2025-12-13 02:35:00,3.04
2025-12-13 02:35:18,1.86
2025-12-13 02:35:33,1.56
2025-12-13 02:35:43,1.0
2025-12-13 02:35:57,1.31
2025-12-13 02:36:33,9.98
2025-12-13 02:36:56,2.93
2025-12-13 02:37:16,2.42
2025-12-13 02:37:27,1.0
2025-12-13 02:38:06,10.37
2025-12-13 02:38:33,3.88
2025-12-13 02:39:07,6.74
2025-12-13 02:39:34,3.82
2025-12-13 02:39:57,2.95
2025-12-13 02:40:08,1.06
2025-12-13 02:40:25,1.81
2025-12-13 02:40:44,2.17
2025-12-13 02:41:01,1.73
2025-12-13 02:41:14,1.32
2025-12-13 02:41:26,1.04
2025-12-13 02:41:37,1.14
2025-12-13 02:41:51,1.51
2025-12-13 02:42:09,1.73
2025-12-13 02:42:25,1.86
2025-12-13 02:42:39,1.39
2025-12-13 02:42:55,1.32
2025-12-13 02:43:13,2.0
2025-12-13 02:43:32,2.24
2025-12-13 02:43:56,2.9
2025-12-13 02:44:14,1.8
2025-12-13 02:44:49,8.26
2025-12-13 02:45:39,24.49
2025-12-13 02:46:03,3.52
2025-12-13 02:46:13,1.07
2025-12-13 02:46:27,1.11
2025-12-13 02:46:40,1.5
2025-12-13 02:46:50,1.08
2025-12-13 02:47:07,1.79
2025-12-13 02:47:34,3.0
2025-12-13 02:48:13,12.92
2025-12-13 02:48:21,1.0
2025-12-13 02:48:43,2.74
2025-12-13 02:49:22,10.88
2025-12-13 02:50:01,10.42
2025-12-13 02:50:12,1.25
2025-12-13 02:50:23,1.01
2025-12-13 02:50:59,8.23
2025-12-13 02:51:16,1.83
2025-12-13 02:51:26,1.05
2025-12-13 02:51:35,1.0
2025-12-13 02:52:06,5.16
2025-12-13 02:52:39,7.09
2025-12-13 02:53:10,4.13
2025-12-13 02:53:31,2.38
2025-12-13 02:54:15,14.45
2025-12-13 02:54:24,1.0
2025-12-13 02:54:42,1.77
2025-12-13 02:55:00,1.82
2025-12-13 02:55:34,7.58
2025-12-13 02:55:45,1.01
2025-12-13 02:56:01,1.95
2025-12-13 02:56:12,1.0
2025-12-13 02:56:43,5.66
2025-12-13 02:56:55,1.22
2025-12-13 02:57:19,3.09
2025-12-13 02:57:32,1.27
2025-12-13 02:57:42,1.0
2025-12-13 02:58:18,7.48
2025-12-13 02:58:28,1.05
2025-12-13 02:58:47,2.47
2025-12-13 02:59:02,1.6
2025-12-13 02:59:14,1.06
2025-12-13 02:59:25,1.0
2025-12-13 02:59:39,1.5
2025-12-13 02:59:53,1.44
2025-12-13 03:00:09,1.62
2025-12-13 03:00:26,1.74
2025-12-13 03:00:41,1.52
2025-12-13 03:01:14,6.91
2025-12-13 03:01:33,1.91
2025-12-13 03:02:01,4.51
2025-12-13 03:02:16,1.46
2025-12-13 03:02:30,1.47
2025-12-13 03:02:44,1.35
