timestamp,multiplier
2025-12-14 02:23:44,7.37
2025-12-14 02:23:56,4.26
2025-12-14 02:24:11,1.0
2025-12-14 02:24:36,5.26
2025-12-14 02:24:48,1.05
2025-12-14 02:25:01,1.11
2025-12-14 02:25:19,2.33
2025-12-14 02:25:51,5.09
2025-12-14 02:26:02,1.17
2025-12-14 02:26:12,1.02
2025-12-14 02:26:38,3.15
2025-12-14 02:27:00,3.2
2025-12-14 02:28:12,101.82
2025-12-14 02:28:30,3.01
2025-12-14 02:28:41,1.0
2025-12-14 02:29:37,41.69
2025-12-14 02:29:48,1.09
2025-12-14 02:30:30,13.63
2025-12-14 02:30:44,1.21
2025-12-14 02:31:01,1.45
2025-12-14 02:31:25,3.01
2025-12-14 02:31:37,1.3
2025-12-14 02:32:01,3.41
2025-12-14 02:32:17,1.74
2025-12-14 02:32:33,1.41
2025-12-14 02:32:47,1.13
2025-12-14 02:32:59,1.15
2025-12-14 02:33:20,2.71
2025-12-14 02:33:32,1.18
2025-12-14 02:34:09,1.91
2025-12-14 02:34:13,2.07
2025-12-14 02:34:33,2.89
2025-12-14 02:35:03,5.79
2025-12-14 02:35:30,3.88
2025-12-14 02:35:45,1.39
2025-12-14 02:36:14,5.49
2025-12-14 02:36:42,4.56
2025-12-14 02:37:08,3.29
2025-12-14 02:37:20,1.08
2025-12-14 02:37:34,1.43
2025-12-14 02:38:06,7.18
2025-12-14 02:38:18,1.03
2025-12-14 02:38:38,2.27
2025-12-14 02:39:02,2.82
2025-12-14 02:39:22,1.57
2025-12-14 02:40:05,19.54
2025-12-14 02:40:18,1.46
2025-12-14 02:40:38,1.97
2025-12-14 02:41:06,4.09
2025-12-14 02:42:08,90.14
2025-12-14 02:42:54,19.65
2025-12-14 02:43:44,27.81
2025-12-14 02:44:18,6.34
2025-12-14 02:44:30,1.17
2025-12-14 02:44:44,1.35
2025-12-14 02:45:00,1.43
2025-12-14 02:45:18,2.09
2025-12-14 02:45:38,1.94
2025-12-14 02:45:48,1.18
2025-12-14 02:46:14,3.66
2025-12-14 02:46:25,1.0
2025-12-14 02:46:54,4.49
2025-12-14 02:47:18,2.72
2025-12-14 02:48:04,18.0
2025-12-14 02:48:23,2.03
2025-12-14 02:48:55,6.26
2025-12-14 02:49:08,1.16
2025-12-14 02:49:26,2.03
2025-12-14 02:49:45,2.24
2025-12-14 02:50:29,13.28
2025-12-14 02:50:37,1.0
2025-12-14 02:51:15,9.41
2025-12-14 02:51:59,10.45
2025-12-14 02:52:11,1.74
2025-12-14 02:52:38,1.33
2025-12-14 02:52:41,1.14
2025-12-14 02:53:11,6.88
2025-12-14 02:53:29,1.98
2025-12-14 02:54:01,6.45
2025-12-14 02:54:13,1.13
2025-12-14 02:54:31,1.8
2025-12-14 02:54:43,1.11
2025-12-14 02:55:03,2.32
2025-12-14 02:55:32,4.91
2025-12-14 02:56:00,4.13
2025-12-14 02:56:13,1.44
