timestamp,multiplier
2025-12-12 02:05:11,29.88
2025-12-12 02:05:22,1.01
2025-12-12 02:05:34,1.12
2025-12-12 02:06:06,6.26
2025-12-12 02:06:17,1.08
2025-12-12 02:06:39,2.76
2025-12-12 02:06:53,1.28
2025-12-12 02:07:09,1.54
2025-12-12 02:07:20,1.04
2025-12-12 02:12:47,23.16
2025-12-12 02:12:51,1.43
2025-12-12 02:13:02,1.06
2025-12-12 02:13:16,1.31
2025-12-12 02:14:21,103.93
2025-12-12 02:14:46,3.66
2025-12-12 02:15:04,1.69
2025-12-12 02:15:20,1.66
2025-12-12 02:15:35,1.52
2025-12-12 02:15:50,1.34
2025-12-12 02:16:02,1.29
2025-12-12 02:16:15,1.37
2025-12-12 02:16:25,1.0
2025-12-12 02:16:55,5.27
2025-12-12 02:17:09,1.24
2025-12-12 02:17:44,8.18
2025-12-12 02:17:58,1.37
2025-12-12 02:18:26,4.61
2025-12-12 02:18:56,4.81
2025-12-12 02:19:14,2.09
2025-12-12 02:19:37,2.65
2025-12-12 02:19:48,1.0
2025-12-12 02:20:02,1.46
2025-12-12 02:20:22,2.32
2025-12-12 02:20:46,3.03
2025-12-12 02:21:15,5.11
2025-12-12 02:22:00,18.77
2025-12-12 02:22:18,1.81
2025-12-12 02:22:37,2.1
2025-12-12 02:22:57,2.06
2025-12-12 02:23:09,1.13
2025-12-12 02:23:27,2.11
2025-12-12 02:30:04,1.38
2025-12-12 02:30:16,3.35
2025-12-12 02:30:38,2.85
2025-12-12 02:30:57,2.01
2025-12-12 02:31:37,12.09
2025-12-12 02:31:48,1.07
2025-12-12 02:32:10,2.6
2025-12-12 02:32:27,1.87
2025-12-12 02:32:47,2.26
2025-12-12 02:33:01,1.24
2025-12-12 02:33:47,21.32
2025-12-12 02:33:58,1.05
2025-12-12 02:34:13,1.4
2025-12-12 02:34:37,3.46
2025-12-12 02:34:55,1.85
2025-12-12 02:35:06,1.05
2025-12-12 02:35:31,3.85
2025-12-12 02:35:44,1.12
2025-12-12 02:35:54,1.05
2025-12-12 02:36:18,3.3
2025-12-12 02:36:30,1.19
2025-12-12 02:36:48,1.71
2025-12-12 02:37:09,2.63
2025-12-12 02:37:28,2.03
2025-12-12 02:37:53,3.57
2025-12-12 02:38:03,1.0
2025-12-12 02:38:20,1.76
2025-12-12 02:38:45,3.73
2025-12-12 02:38:57,1.12
2025-12-12 02:39:10,1.2
2025-12-12 02:39:30,2.44
2025-12-12 02:39:52,2.69
2025-12-12 02:40:15,2.92
2025-12-12 02:40:26,1.0
2025-12-12 02:41:18,35.07
2025-12-12 02:41:48,5.11
2025-12-12 02:42:10,2.96
2025-12-12 02:42:45,7.25
2025-12-12 02:43:10,3.52
2025-12-12 02:43:21,1.08
2025-12-12 02:43:33,1.02
2025-12-12 02:43:44,1.09
2025-12-12 02:43:57,1.32
2025-12-12 02:44:09,1.19
2025-12-12 02:44:20,1.05
2025-12-12 02:44:40,2.35
2025-12-12 02:45:18,10.63
2025-12-12 02:45:35,1.79
2025-12-12 02:45:46,1.0
2025-12-12 02:45:56,1.01
2025-12-12 02:46:18,2.73
2025-12-12 02:46:46,4.94
2025-12-12 02:47:07,2.12
2025-12-12 02:47:20,1.34
2025-12-12 02:47:38,2.18
2025-12-12 02:47:49,1.0
2025-12-12 02:48:01,1.19
2025-12-12 02:48:26,3.54
2025-12-12 02:48:42,1.66
2025-12-12 02:49:01,2.21
2025-12-12 02:49:18,1.59
2025-12-12 02:49:29,1.12
2025-12-12 02:49:40,1.15
2025-12-12 02:50:44,89.44
2025-12-12 02:50:55,1.09
2025-12-12 02:51:06,1.11
2025-12-12 02:51:25,2.13
2025-12-12 02:51:41,1.64
2025-12-12 02:51:51,1.01
2025-12-12 02:52:13,2.65
2025-12-12 02:52:22,1.0
2025-12-12 02:52:36,1.34
2025-12-12 02:52:54,1.7
2025-12-12 02:53:17,3.12
2025-12-12 02:53:44,3.83
2025-12-12 02:54:03,2.04
2025-12-12 02:54:23,2.48
2025-12-12 02:54:33,1.0
2025-12-12 02:55:11,10.97
2025-12-12 02:55:44,6.83
2025-12-12 02:55:56,1.05
2025-12-12 02:56:12,1.73
2025-12-12 02:56:23,1.09
2025-12-12 02:56:47,3.5
2025-12-12 02:57:15,4.17
2025-12-12 02:57:25,1.04
2025-12-12 02:57:59,7.32
2025-12-12 02:58:11,1.19
2025-12-12 02:58:23,1.18
2025-12-12 02:58:36,1.33
2025-12-12 02:58:47,1.09
2025-12-12 03:00:10,419.32
2025-12-12 03:00:27,1.71
2025-12-12 03:00:40,1.39
2025-12-12 03:01:02,2.67
2025-12-12 03:01:28,3.95
2025-12-12 03:01:48,2.11
2025-12-12 03:02:26,11.32
2025-12-12 03:02:39,1.23
2025-12-12 03:03:02,3.16
2025-12-12 03:03:24,2.49
2025-12-12 03:03:36,1.27
2025-12-12 03:04:08,6.59
2025-12-12 03:04:39,5.38
2025-12-12 03:05:40,72.62
2025-12-12 03:05:51,1.0
2025-12-12 03:06:24,7.32
2025-12-12 03:06:53,4.68
2025-12-12 03:07:07,1.46
2025-12-12 03:07:22,1.39
2025-12-12 03:07:51,5.28
2025-12-12 03:08:04,1.22
2025-12-12 03:08:15,1.13
2025-12-12 03:08:53,9.98
2025-12-12 03:09:05,1.22
